Geneid	X1_1.bam	X1_2.bam	X1_3.bam	XX1_1.bam	XX1_2.bam	XX1_3.bam	XXX2_1.bam	XXX2_2.bam	XXX2_3.bam
MELO3C032713.2	0	0	0	0	0	0	0	0	0
MELO3C032711.2	0	0	0	10	10	3	2	5	10
MELO3C018937.2	9	8	0	6	14	12	0	8	2
MELO3C032712.2	407	627	455	159	202	233	89	173	146
MELO3C018940.2	0	0	0	0	0	0	0	0	0
MELO3C018942.2	1169	1131	1407	1540	2557	1315	1191	1383	929
MELO3C032714.2	0	0	0	0	0	0	0	0	0
MELO3C032716.2	0	0	0	0	0	0	0	0	0
MELO3C032715.2	1	0	2	0	0	0	0	0	0
MELO3C018946.2	44	24	74	41	39	85	60	37	56
MELO3C018948.2	5972	5855	7978	13473	15443	5140	14219	13811	10468
MELO3C018949.2	0	0	0	0	0	0	0	0	0
MELO3C018950.2	3480	4102	5557	3673	4325	3597	3210	4224	3316
MELO3C018951.2	1426	1340	2054	1718	1739	1259	1342	1576	1295
MELO3C018952.2	173	231	250	141	165	212	71	149	189
MELO3C032717.2	0	0	0	0	0	0	0	0	0
MELO3C018954.2	4477	4329	5997	4734	5048	3205	3423	3769	4110
MELO3C032718.2	82	22	38	62	111	62	26	43	32
MELO3C018955.2	0	0	0	0	0	0	0	0	0
MELO3C018956.2	1490	1404	1800	1676	1868	1406	1836	1650	2171
MELO3C032722.2	0	0	0	0	0	0	0	0	0
MELO3C032720.2	0	0	0	0	0	0	0	0	0
MELO3C032719.2	0	0	0	0	0	0	0	0	0
MELO3C032721.2	1	4	4	11	11	0	0	1	4
MELO3C018959.2	1167	771	1103	840	1065	889	717	1210	1129
MELO3C032723.2	0	0	0	0	0	0	0	0	0
MELO3C032490.2	0	0	0	0	0	0	0	0	0
MELO3C018964.2	0	0	0	0	0	0	0	0	0
MELO3C018965.2	0	0	0	0	0	0	0	0	0
MELO3C018966.2	1655	1604	2159	2461	2709	1550	2972	3449	2275
MELO3C032487.2	514	410	697	467	681	525	326	440	409
MELO3C018967.2	146	243	109	51	0	38	10	22	59
MELO3C018969.2	1360	1053	1337	1751	1773	1182	2693	2127	2341
MELO3C018972.2	222	433	952	221	433	431	590	637	369
MELO3C018973.2	911	771	1031	1426	1720	1136	1190	1266	1160
MELO3C018975.2	0	0	0	0	0	0	0	0	0
MELO3C018976.2	0	0	0	0	0	0	0	0	0
MELO3C032724.2	0	0	0	0	0	0	0	0	0
MELO3C018977.2	755	658	877	1070	1081	783	709	939	791
MELO3C032492.2	0	0	0	3	0	0	0	0	0
MELO3C018978.2	1347	1451	1674	1752	1929	1257	1803	2084	1521
MELO3C018979.2	4	28	47	6	13	9	16	0	30
MELO3C032725.2	0	0	0	0	0	0	0	0	0
MELO3C018981.2	175	203	260	210	169	139	133	250	191
MELO3C032491.2	0	0	0	0	0	0	0	0	0
MELO3C018984.2	0	0	0	0	0	0	0	0	0
MELO3C018985.2	5597	4177	6381	8302	8749	5695	4200	6651	2839
MELO3C032726.2	0	0	4	0	0	0	0	0	0
MELO3C032727.2	0	0	0	0	0	0	0	0	0
MELO3C032728.2	0	0	0	0	0	0	0	0	0
MELO3C018987.2	0	0	0	0	0	0	0	0	0
MELO3C018988.2	386	566	808	1183	995	592	1106	785	858
MELO3C018990.2	1008	1060	1497	1394	1763	1350	1842	1760	1666
MELO3C018992.2	15	3	12	34	29	19	33	7	32
MELO3C032729.2	10	7	1	18	37	21	32	30	44
MELO3C018993.2	299	262	328	339	386	349	219	252	270
MELO3C032730.2	20	40	57	46	59	21	24	41	32
MELO3C018994.2	6194	5830	7548	2301	4983	3324	3160	3428	2701
MELO3C032731.2	0	0	0	0	0	0	0	0	0
MELO3C018995.2	0	0	0	0	0	0	0	0	0
MELO3C018997.2	0	0	0	0	0	0	0	0	0
MELO3C032498.2	0	0	0	0	0	0	0	0	0
MELO3C018998.2	751	923	998	1038	1271	875	812	947	861
MELO3C018999.2	27	56	43	35	81	52	24	54	48
MELO3C032501.2	0	0	0	0	0	0	0	0	0
MELO3C019000.2	0	0	0	0	0	0	0	0	0
MELO3C032499.2	41	18	25	14	11	15	9	2	20
MELO3C019001.2	0	0	0	0	0	0	0	0	0
MELO3C019002.2	964	769	1011	2376	1804	1058	4066	3455	2928
MELO3C032496.2	0	0	0	0	0	0	0	0	0
MELO3C019003.2	618	609	838	798	1053	600	599	743	706
MELO3C032497.2	26	17	13	48	42	30	32	56	45
MELO3C032500.2	0	0	0	0	0	0	0	0	0
MELO3C019004.2	122	73	53	64	62	54	96	205	92
MELO3C032504.2	0	0	0	0	0	0	0	0	0
MELO3C032506.2	0	0	0	0	0	0	0	0	0
MELO3C019005.2	0	0	0	0	0	0	0	0	0
MELO3C032732.2	0	0	0	0	0	0	0	0	0
MELO3C032505.2	0	0	0	0	0	0	0	0	0
MELO3C032502.2	0	0	0	0	0	0	0	0	0
MELO3C032733.2	0	0	0	0	0	0	0	0	0
MELO3C019008.2	0	0	0	0	0	1	0	0	0
MELO3C032734.2	0	0	0	0	0	0	0	0	0
MELO3C032735.2	0	6	2	0	1	0	0	0	1
MELO3C032736.2	1	0	0	0	0	4	2	0	0
MELO3C019011.2	4451	3277	4423	5615	6362	4782	4105	5118	5312
MELO3C032738.2	0	0	0	0	0	0	0	0	0
MELO3C032737.2	0	0	0	0	0	0	0	0	0
MELO3C019015.2	2038	2400	3214	2335	3026	2543	2617	2731	3257
MELO3C019016.2	3585	3110	4256	3755	4775	3129	4412	4100	4725
MELO3C019017.2	0	0	0	0	0	0	0	0	0
MELO3C032739.2	1	1	1	0	0	0	0	0	0
MELO3C032503.2	0	0	0	0	0	0	0	0	0
MELO3C032509.2	0	0	0	0	0	0	0	0	0
MELO3C019019.2	2991	4084	4920	2009	2137	3367	2276	2557	5625
MELO3C019020.2	475	437	708	708	851	565	558	761	524
MELO3C032510.2	0	0	0	0	0	0	0	0	0
MELO3C019021.2	1179	1076	1380	1612	1972	989	1303	1798	1135
MELO3C032741.2	0	0	0	0	0	0	0	0	0
MELO3C019023.2	38	41	56	17	50	30	6	9	8
MELO3C032511.2	53	35	68	36	129	53	35	50	37
MELO3C019024.2	1562	1449	1934	2758	2714	1725	2177	2441	2205
MELO3C032740.2	23	12	14	16	17	14	21	12	20
MELO3C019025.2	116	72	78	67	90	111	18	61	25
MELO3C019026.2	410	531	711	572	679	633	947	852	895
MELO3C019027.2	1980	2465	3148	2669	3155	2436	2377	2592	2816
MELO3C019029.2	0	0	0	0	0	0	0	0	0
MELO3C032742.2	0	0	0	0	0	0	0	0	0
MELO3C019030.2	1025	969	1423	1834	1736	1164	1376	1594	1321
MELO3C019031.2	1774	1935	2540	2742	3104	2246	1671	1951	1993
MELO3C032514.2	4	0	0	4	0	0	0	0	0
MELO3C032743.2	0	0	0	0	0	0	0	0	0
MELO3C019034.2	4582	4428	6452	5278	7593	5097	3910	4423	4411
MELO3C019036.2	1286	1186	1598	1854	2188	1345	2368	2097	2450
MELO3C032744.2	0	0	0	0	0	0	0	0	0
MELO3C032515.2	0	0	0	0	0	0	0	0	0
MELO3C019037.2	0	0	0	117	85	94	27	87	46
MELO3C032745.2	2	0	2	0	1	0	0	1	0
MELO3C024880.2	496	515	624	488	530	388	355	438	409
MELO3C032746.2	0	0	0	0	0	0	0	0	0
MELO3C024877.2	123	92	116	45	26	59	11	23	24
MELO3C024878.2	1825	2105	3048	2714	2596	2553	1414	1560	1948
MELO3C032747.2	2	0	2	8	0	0	2	0	0
MELO3C032748.2	0	0	0	0	0	0	0	0	0
MELO3C032749.2	0	0	0	0	0	0	0	0	0
MELO3C032750.2	248	204	183	177	123	190	89	154	109
MELO3C032521.2	0	0	0	2	6	6	1	2	1
MELO3C024874.2	1244	1242	1780	2144	2575	1177	1277	1418	1403
MELO3C032525.2	0	0	0	0	0	0	0	0	0
MELO3C024871.2	3750	3690	4605	2230	3199	2266	1520	2210	1719
MELO3C024872.2	232	190	232	23	13	10	37	20	29
MELO3C032751.2	0	0	0	0	0	0	0	0	0
MELO3C024870.2	1985	2154	2907	2619	3318	2558	2000	2535	2854
MELO3C032523.2	0	0	0	10	13	3	18	13	22
MELO3C032526.2	0	0	0	0	0	0	0	0	0
MELO3C032752.2	0	0	0	0	0	0	0	0	0
MELO3C024866.2	1141	1424	1557	1070	1513	1040	895	1222	1053
MELO3C032755.2	0	0	0	0	0	0	0	0	0
MELO3C032524.2	0	0	0	0	0	0	0	0	0
MELO3C032753.2	0	0	0	0	0	0	0	0	0
MELO3C024865.2	4392	4292	5771	11488	13340	4495	4088	5351	4813
MELO3C032754.2	0	0	0	0	0	0	0	0	0
MELO3C024862.2	1661	1332	1744	1615	2526	1899	1444	1873	1545
MELO3C024861.2	750	662	786	610	500	394	759	1193	1114
MELO3C024860.2	0	0	0	0	0	0	0	0	0
MELO3C024859.2	0	0	0	0	0	0	0	0	0
MELO3C024858.2	0	0	0	0	0	0	0	0	0
MELO3C024857.2	1254	890	1087	2262	2018	612	4900	3899	2718
MELO3C024855.2	0	4	0	0	0	1	0	0	0
MELO3C032756.2	0	0	0	0	0	0	0	0	0
MELO3C032757.2	0	0	0	0	0	0	0	0	0
MELO3C032758.2	0	0	0	0	0	4	2	0	2
MELO3C024854.2	3854	3369	4562	4628	5247	3372	4537	4553	4639
MELO3C024853.2	1554	1950	2588	1840	2453	1424	1820	2071	1975
MELO3C024852.2	0	0	6	0	0	0	3	0	2
MELO3C024851.2	1238	1020	1286	1234	1033	642	1660	1300	1016
MELO3C024850.2	5488	4800	7361	5129	6252	3562	3515	4446	2737
MELO3C024849.2	5004	6114	8871	4090	5526	3416	3547	3700	2852
MELO3C024848.2	175	196	286	268	302	220	259	261	192
MELO3C024847.2	0	0	1	0	0	0	9	6	0
MELO3C024845.2	2105	1900	2596	3352	3940	3245	2123	2864	2921
MELO3C024844.2	4238	3138	4119	5795	6304	4898	4448	5009	4478
MELO3C032759.2	0	0	0	0	0	0	0	0	0
MELO3C024843.2	0	0	0	0	0	0	0	0	0
MELO3C024842.2	0	0	0	0	0	0	0	0	0
MELO3C024841.2	0	2	0	4	0	0	4	0	4
MELO3C024840.2	559	625	865	617	676	562	219	446	295
MELO3C024839.2	2269	2322	3556	2379	4088	3045	1761	2103	3000
MELO3C024838.2	0	0	0	0	0	0	0	0	0
MELO3C024837.2	886	675	919	1121	1564	946	2092	1893	2827
MELO3C032534.2	0	0	0	0	0	0	0	0	0
MELO3C032533.2	0	0	0	0	0	0	0	0	0
MELO3C032761.2	0	0	0	0	0	0	0	0	0
MELO3C032762.2	0	0	0	0	0	0	0	0	0
MELO3C024834.2	118	134	157	33	19	24	25	17	30
MELO3C032760.2	519	574	518	83	57	51	33	57	41
MELO3C024832.2	15	0	15	128	158	166	81	183	87
MELO3C024831.2	0	0	0	0	0	0	0	0	0
MELO3C024830.2	14	3	11	52	86	74	26	32	31
MELO3C032763.2	106	113	156	121	216	133	112	89	166
MELO3C032764.2	0	0	0	0	0	0	0	0	0
MELO3C024829.2	0	12	4	0	0	6	0	2	0
MELO3C024828.2	0	0	0	0	0	0	0	0	0
MELO3C024827.2	0	0	0	0	0	0	0	0	0
MELO3C024826.2	1	0	0	0	0	0	0	2	4
MELO3C024825.2	0	0	0	0	0	0	0	0	0
MELO3C032765.2	0	0	0	0	0	0	0	0	0
MELO3C024824.2	879	544	796	1308	1118	700	2646	1878	2427
MELO3C024823.2	892	679	843	880	1104	925	809	738	708
MELO3C024822.2	2747	2726	3446	2766	3441	2150	2613	2410	2885
MELO3C024821.2	4818	4523	6107	5446	5932	4600	2818	4254	4011
MELO3C024820.2	4300	7763	4683	7370	9838	2691	1329	2859	2391
MELO3C024819.2	0	0	0	0	0	0	0	0	0
MELO3C024817.2	776	581	875	817	916	610	565	643	522
MELO3C032766.2	23	36	33	1279	1503	1156	842	1367	1058
MELO3C024816.2	178	96	135	51	97	119	95	104	102
MELO3C032535.2	0	0	0	0	0	0	0	0	0
MELO3C032767.2	19	2	3	15	8	16	5	32	43
MELO3C032768.2	1	0	0	0	0	0	0	0	3
MELO3C032536.2	1	0	0	0	1	0	0	0	1
MELO3C032537.2	0	0	0	9	6	1	4	0	2
MELO3C024814.2	0	0	0	0	0	0	0	0	0
MELO3C032540.2	0	0	0	0	0	0	0	0	2
MELO3C024813.2	0	0	0	0	0	1	2	0	2
MELO3C024809.2	436	393	383	439	175	176	103	154	113
MELO3C024806.2	0	0	0	0	0	0	0	0	0
MELO3C024805.2	1110	1206	1326	2528	2266	1768	1901	2251	1564
MELO3C032539.2	0	0	0	0	1	1	0	0	3
MELO3C024804.2	0	0	0	0	0	0	0	1	0
MELO3C032538.2	0	0	0	0	0	0	0	0	0
MELO3C032770.2	0	0	0	0	0	0	0	0	0
MELO3C032769.2	0	0	0	0	0	0	0	0	0
MELO3C027020.2	512	608	890	831	765	629	797	1226	571
MELO3C032544.2	0	0	0	0	0	0	0	0	0
MELO3C000379.2	0	0	0	0	0	0	0	0	0
MELO3C016062.2	0	0	2	0	2	0	0	0	0
MELO3C016065.2	3112	4108	5042	3553	5086	4618	2716	3223	3354
MELO3C016066.2	1963	1835	2732	2241	2121	1650	2733	2470	2666
MELO3C016067.2	6458	7837	10711	8073	10309	6206	9921	9455	8681
MELO3C032771.2	0	0	0	0	0	0	0	0	0
MELO3C032772.2	0	0	0	0	0	0	0	0	0
MELO3C016068.2	9045	12152	15960	13556	17451	10760	22803	19527	22934
MELO3C016069.2	0	0	0	0	0	0	0	0	0
MELO3C032545.2	0	0	0	0	0	0	0	0	0
MELO3C032773.2	0	0	0	0	0	0	0	0	0
MELO3C032775.2	0	0	0	0	0	0	0	0	0
MELO3C032774.2	0	0	0	0	0	0	0	0	2
MELO3C032777.2	0	0	0	4	0	1	1	3	2
MELO3C016073.2	1649	1747	2257	1935	3055	2039	1617	2124	1948
MELO3C032776.2	2	0	0	0	2	1	5	0	3
MELO3C016079.2	4509	4616	6314	6031	7075	4582	4806	5192	5143
MELO3C016080.2	206	270	309	193	295	184	113	130	144
MELO3C032779.2	46	108	69	32	71	39	49	73	48
MELO3C032778.2	93	167	154	70	113	109	54	50	80
MELO3C032548.2	26	19	14	43	25	26	13	10	13
MELO3C016082.2	1637	1481	2035	2408	2829	1370	1494	2609	1339
MELO3C016083.2	31708	31692	43802	38641	49547	26787	21276	35451	20556
MELO3C032780.2	2	6	2	8	2	19	4	4	13
MELO3C032783.2	111	84	84	190	210	104	104	157	127
MELO3C032781.2	113	115	155	156	230	145	92	144	103
MELO3C032784.2	148	146	207	26	12	10	4	16	3
MELO3C032785.2	0	0	0	4	0	4	0	0	0
MELO3C016084.2	1949	1572	2275	2249	2981	1979	1566	2930	2098
MELO3C016085.2	1935	1805	2487	2520	2695	1906	2363	2512	3585
MELO3C016086.2	559	467	525	726	879	580	376	618	513
MELO3C032547.2	0	0	0	0	0	0	0	0	0
MELO3C032782.2	0	0	0	1	1	0	1	4	0
MELO3C016089.2	701	693	705	1164	1019	865	934	928	940
MELO3C016090.2	363	302	486	542	810	565	319	511	350
MELO3C016091.2	235	382	408	355	796	423	319	738	376
MELO3C016092.2	1345	1997	2790	1834	4286	3148	2653	3291	4786
MELO3C016093.2	0	0	0	2	0	2	0	0	2
MELO3C016094.2	753	626	904	962	1001	742	666	766	785
MELO3C016095.2	11450	12685	17923	11659	14874	8994	14949	13854	12547
MELO3C016098.2	496	402	610	514	747	542	338	469	368
MELO3C032786.2	0	1	8	0	0	2	0	6	0
MELO3C016099.2	361	342	551	430	579	438	371	566	405
MELO3C016100.2	0	0	0	0	0	0	0	0	0
MELO3C016101.2	5658	4409	5758	8097	7880	5704	5519	5728	5100
MELO3C016103.2	0	0	0	0	0	0	0	0	0
MELO3C032549.2	0	0	0	0	0	0	0	0	0
MELO3C016104.2	590	644	837	699	983	749	483	692	525
MELO3C016105.2	0	0	0	1	0	0	1	0	0
MELO3C016106.2	46	56	51	109	176	62	39	55	45
MELO3C032551.2	9605	10831	15218	14676	19284	12309	10367	13318	9122
MELO3C032787.2	0	0	0	0	0	0	0	0	0
MELO3C016108.2	1209	1341	1940	1901	3414	2267	1543	2486	1715
MELO3C016109.2	410	288	342	653	499	487	318	628	394
MELO3C032553.2	0	0	0	0	0	0	0	0	0
MELO3C016110.2	184	245	239	404	539	226	168	352	166
MELO3C016111.2	1103	1210	1756	1414	1845	1007	1338	1665	1402
MELO3C016112.2	307	300	430	424	523	327	749	454	589
MELO3C016113.2	860	663	943	1252	1641	954	2202	1321	2129
MELO3C016114.2	486	525	714	600	835	603	1691	1347	1448
MELO3C016115.2	983	849	1003	1158	1342	828	1404	1582	1284
MELO3C016116.2	135	134	195	225	795	168	238	392	88
MELO3C016117.2	700	689	724	820	924	743	352	670	450
MELO3C032552.2	0	0	3	0	0	0	0	0	0
MELO3C032554.2	0	0	0	0	0	0	0	0	0
MELO3C032555.2	0	0	0	0	0	2	2	0	0
MELO3C032556.2	0	0	0	0	0	0	0	0	0
MELO3C016119.2	2639	3328	4495	4894	6091	3115	9972	7587	7819
MELO3C016120.2	1029	969	1131	1331	1931	1064	1177	1283	1030
MELO3C016121.2	1574	1584	2022	2790	2979	1957	1081	1036	1144
MELO3C016122.2	24	87	54	61	37	24	42	20	18
MELO3C016123.2	3513	3162	4697	2968	4656	3832	2344	3123	3620
MELO3C016124.2	1063	886	1419	1845	2180	1551	155	239	113
MELO3C016125.2	3153	3164	4414	3346	3972	2708	2427	3090	2498
MELO3C016126.2	2643	1913	2875	698	637	1201	141	262	258
MELO3C004678.2	0	0	0	0	0	0	0	0	0
MELO3C016128.2	14	6	15	0	0	0	0	2	0
MELO3C016129.2	589	647	848	520	760	560	464	655	568
MELO3C016130.2	1053	1263	1396	1576	1766	1194	1087	1083	1489
MELO3C016131.2	2351	2505	3166	2125	2546	2212	1596	1842	2283
MELO3C016132.2	11338	12604	17228	14261	16494	10370	10872	16360	13154
MELO3C032788.2	0	0	0	0	0	0	0	0	0
MELO3C016133.2	0	0	0	0	0	0	0	0	0
MELO3C016135.2	3103	2041	900	1698	904	1059	4068	1810	1070
MELO3C016136.2	3109	3873	5224	3441	3924	2597	3340	3592	3652
MELO3C016137.2	470	566	865	223	371	318	41	74	157
MELO3C032789.2	20	34	14	15	41	9	7	4	0
MELO3C016138.2	1187	1371	1699	1783	1661	1173	1306	1525	1231
MELO3C016139.2	1604	1530	1944	1732	2160	1327	1102	1267	1477
MELO3C016140.2	1504	2156	2863	1403	1425	1503	1074	1203	1954
MELO3C016141.2	24	19	68	52	75	38	16	41	26
MELO3C032557.2	0	0	0	0	0	0	0	0	0
MELO3C016143.2	0	0	0	0	0	0	0	0	0
MELO3C032558.2	0	0	0	0	0	0	0	0	0
MELO3C016144.2	0	0	0	0	0	0	0	0	0
MELO3C032559.2	0	0	0	0	0	0	0	0	0
MELO3C016145.2	0	0	0	0	0	0	0	0	0
MELO3C016146.2	0	0	0	0	0	1	0	0	0
MELO3C016147.2	178	145	240	242	350	211	253	186	262
MELO3C016148.2	4778	4673	6405	6254	7582	4534	3504	5212	3617
MELO3C032560.2	0	0	0	0	0	2	0	0	0
MELO3C032791.2	0	0	0	0	0	0	0	0	0
MELO3C016149.2	518	556	613	456	401	339	373	357	501
MELO3C032790.2	0	4	8	0	1	4	0	0	0
MELO3C016150.2	0	0	0	0	0	0	0	0	0
MELO3C016151.2	0	0	0	0	0	0	0	0	0
MELO3C032792.2	0	0	0	0	0	0	0	0	0
MELO3C016152.2	702	994	360	836	438	215	29	80	25
MELO3C016153.2	4120	4567	6394	5173	5259	4403	2528	4590	3840
MELO3C016154.2	1516	2097	2761	1684	2492	1977	1010	1352	1484
MELO3C016155.2	0	2	0	0	5	0	4	1	0
MELO3C016156.2	0	0	2	0	0	0	2	0	0
MELO3C016158.2	16	4	2	7	2	0	0	12	0
MELO3C016159.2	3097	2586	3493	4278	4748	3083	3294	4198	3876
MELO3C032793.2	0	0	0	0	0	0	0	0	0
MELO3C016160.2	0	0	0	0	0	0	0	0	0
MELO3C032794.2	23	88	81	35	29	90	11	24	22
MELO3C016161.2	0	0	0	0	0	0	0	0	0
MELO3C032561.2	0	0	0	0	0	0	0	0	0
MELO3C016162.2	1371	1337	1830	1565	2459	2284	1147	1762	1376
MELO3C016164.2	796	1016	1402	1647	1894	954	1392	1506	1183
MELO3C016165.2	1043	928	1230	1436	1676	1282	1441	1232	1849
MELO3C032796.2	0	0	0	0	0	0	0	0	0
MELO3C032795.2	0	0	0	0	0	0	0	0	0
MELO3C032563.2	1773	987	1640	3424	4684	1057	582	1216	242
MELO3C032562.2	632	655	1012	1058	1346	578	603	847	672
MELO3C016167.2	1653	2772	3446	171	152	204	68	30	136
MELO3C016168.2	552	650	781	63	94	74	2	14	5
MELO3C016169.2	1011	744	1149	634	668	449	229	243	174
MELO3C032564.2	0	0	0	0	0	0	0	0	0
MELO3C032565.2	0	0	0	0	0	0	0	0	0
MELO3C016172.2	568	206	317	136	387	184	532	492	143
MELO3C016173.2	2165	3787	5002	2293	3887	4021	518	881	1064
MELO3C016174.2	1085	842	1550	592	378	938	287	315	674
MELO3C032797.2	0	0	0	0	0	0	0	0	0
MELO3C016175.2	0	0	0	0	0	0	0	0	0
MELO3C016176.2	1010	1254	1737	507	891	1355	885	752	822
MELO3C016177.2	1001	615	782	785	946	497	581	732	632
MELO3C016178.2	2423	3030	3896	2867	4231	3704	1638	2457	2254
MELO3C016179.2	1053	1004	1240	1861	1992	1429	1431	1919	1176
MELO3C016180.2	1503	1352	1654	1230	1044	1379	1633	1319	3012
MELO3C016181.2	28233	21104	30367	15955	12520	10031	4463	7149	8489
MELO3C016182.2	1729	2121	2798	1974	2791	1494	2078	1826	2187
MELO3C032799.2	1	1	6	6	6	10	13	7	11
MELO3C032800.2	2	1	12	8	0	3	4	5	12
MELO3C032798.2	3	7	2	3	6	7	5	6	3
MELO3C016183.2	1404	1659	2241	1529	2105	1557	1767	1663	1946
MELO3C016184.2	1109	1613	2129	1398	1822	1607	363	505	536
MELO3C032566.2	0	0	0	0	0	0	0	0	0
MELO3C016185.2	1361	1487	1905	1012	996	1314	4686	3781	3588
MELO3C016187.2	976	1118	1393	1122	1203	1024	1394	1602	1281
MELO3C016188.2	125	70	139	196	179	117	154	254	164
MELO3C032568.2	1949	2370	3021	2035	3433	2379	2253	2102	3228
MELO3C016190.2	37964	38532	53818	25439	21175	21325	9884	14803	18952
MELO3C016191.2	1234	1448	1848	1937	2314	1443	1278	1540	1330
MELO3C032801.2	0	0	0	0	0	0	0	0	0
MELO3C016193.2	6679	3936	6135	29799	19826	9473	32880	44753	40174
MELO3C016194.2	825	578	945	2376	2326	924	2588	3379	1084
MELO3C016195.2	110	99	127	10576	2942	179	1439	4464	30
MELO3C016196.2	2255	3053	3512	2643	3246	2367	2596	2591	3343
MELO3C016197.2	280	234	370	406	553	297	176	294	168
MELO3C016199.2	7099	8053	11449	7884	10336	6327	3926	5700	3395
MELO3C032802.2	1	2	0	4	23	3	6	16	4
MELO3C016200.2	2079	2063	2523	2417	2815	1897	1932	2177	1654
MELO3C032567.2	0	0	0	0	0	0	0	0	0
MELO3C016201.2	9775	9322	12172	13884	13224	8711	6924	8949	7884
MELO3C032805.2	1925	1659	2172	2273	2309	1528	836	1455	931
MELO3C016202.2	824	689	1037	804	1027	602	382	648	508
MELO3C016203.2	2182	2665	3949	3477	4451	2871	6495	6191	8658
MELO3C032803.2	4	7	4	5	8	5	7	5	12
MELO3C016204.2	0	0	0	0	0	0	0	0	0
MELO3C002876.2	0	0	0	0	0	0	0	0	0
MELO3C032804.2	0	0	0	0	0	0	0	2	0
MELO3C032578.2	0	0	0	0	0	0	0	0	0
MELO3C032576.2	0	0	0	0	0	0	0	0	0
MELO3C032577.2	0	0	0	0	0	0	0	0	0
MELO3C016208.2	5	15	9	5	22	0	6	21	4
MELO3C016209.2	0	0	0	0	0	0	0	0	0
MELO3C016210.2	1068	1201	1754	1481	2133	1045	5764	4014	3543
MELO3C016211.2	1405	1271	1844	1497	1968	1304	978	1402	1092
MELO3C016212.2	1988	1857	2401	2991	3793	2535	2461	2496	2362
MELO3C016213.2	1907	2073	2611	3096	3762	2783	2933	2714	3117
MELO3C016214.2	28	24	77	59	60	45	71	97	59
MELO3C016215.2	1433	1278	1635	1776	1832	1475	1161	1430	1346
MELO3C016217.2	33	26	51	125	65	43	37	69	73
MELO3C016218.2	1481	1283	1773	2221	2372	1719	888	1339	960
MELO3C016219.2	50	75	56	215	311	39	218	218	56
MELO3C032579.2	0	0	0	0	0	0	0	0	0
MELO3C016220.2	6468	7244	9227	12832	13435	4980	10161	10845	10109
MELO3C032807.2	21	53	80	49	48	37	25	57	32
MELO3C032806.2	0	0	0	0	0	0	0	4	3
MELO3C016221.2	877	1214	1623	2464	4918	1227	1849	3534	2886
MELO3C032581.2	0	0	0	0	0	0	0	0	0
MELO3C032582.2	0	0	0	0	0	0	0	0	0
MELO3C032573.2	0	0	0	0	0	0	0	0	0
MELO3C032571.2	0	0	0	0	0	0	0	0	0
MELO3C032572.2	0	0	0	0	0	0	0	0	0
MELO3C016223.2	645	841	1033	915	1309	749	1126	1182	1271
MELO3C016224.2	580	595	881	821	560	230	308	553	270
MELO3C016225.2	672	526	828	873	1167	626	901	1056	830
MELO3C016226.2	3990	3304	4683	2698	3325	2421	2407	2435	2800
MELO3C016228.2	2	0	0	0	0	0	0	0	0
MELO3C016230.2	207	184	166	317	494	282	150	265	303
MELO3C016231.2	45	38	31	58	53	20	19	32	32
MELO3C016232.2	7961	11882	14065	1979	1998	11889	3309	3857	14910
MELO3C016233.2	1795	1718	2508	1414	2017	1368	1135	1791	1231
MELO3C016234.2	1343	1424	1951	1791	2544	1696	1705	1659	2080
MELO3C032585.2	1784	1916	2389	2970	3194	2810	2018	2702	2592
MELO3C016235.2	1360	1547	1947	1899	2681	1992	1672	2071	1737
MELO3C032809.2	137	128	129	246	211	222	39	144	109
MELO3C016236.2	1567	795	994	856	1338	1084	250	542	520
MELO3C032583.2	198	217	296	237	341	140	443	363	497
MELO3C032586.2	581	596	882	690	1154	748	922	853	1158
MELO3C032808.2	4374	3636	5416	4598	6479	5425	2645	5323	3442
MELO3C016238.2	355	272	371	171	139	95	290	396	536
MELO3C032584.2	0	0	0	0	0	0	0	0	0
MELO3C016239.2	366	718	868	104	187	57	165	303	133
MELO3C016240.2	0	0	0	0	0	0	0	0	0
MELO3C016242.2	348	323	530	403	665	481	631	513	818
MELO3C032810.2	1	2	2	0	0	3	0	0	4
MELO3C016243.2	17	24	9	12	18	15	28	20	13
MELO3C016244.2	102	107	109	106	90	72	392	335	137
MELO3C016245.2	334	357	448	681	796	632	646	709	764
MELO3C016246.2	89	69	146	159	170	111	136	173	129
MELO3C016247.2	205	185	266	342	293	200	184	210	205
MELO3C016248.2	0	0	4	0	12	0	0	2	0
MELO3C016249.2	0	0	0	0	0	0	11	1	23
MELO3C016250.2	0	0	0	0	0	0	120	58	161
MELO3C016251.2	0	0	0	0	0	0	0	0	0
MELO3C016252.2	1286	1468	2417	1690	2483	1802	2176	2325	2889
MELO3C016253.2	704	621	780	1029	926	495	719	1033	845
MELO3C016254.2	187	140	202	402	359	242	182	171	242
MELO3C016255.2	3729	4208	5869	4386	5851	4251	3352	3806	4261
MELO3C016256.2	0	0	0	0	0	0	0	4	0
MELO3C016257.2	0	0	0	0	0	0	0	0	0
MELO3C016258.2	2645	3320	4580	2508	2945	1986	4457	4240	4621
MELO3C032588.2	0	0	0	0	0	0	0	0	0
MELO3C016259.2	48	81	52	132	128	57	63	180	101
MELO3C016260.2	2198	1832	2411	1679	2054	1716	1087	1557	1745
MELO3C016262.2	4159	4923	6771	5422	7342	4196	4662	5555	4917
MELO3C032811.2	0	0	0	0	0	0	0	0	0
