Geneid	X1_1.bam	X1_2.bam	X1_3.bam	XX1_1.bam	XX1_2.bam	XX1_3.bam	XXX2_1.bam	XXX2_2.bam	XXX2_3.bam
MELO3C021059.2	1476	1168	1498	1316	1102	862	1367	1166	1256
MELO3C021060.2	32	20	44	16	8	24	12	13	16
MELO3C021061.2	0	0	0	0	0	0	0	0	0
MELO3C028857.2	0	0	0	0	0	0	0	0	0
MELO3C029161.2	15	20	26	0	0	0	0	0	1
MELO3C029162.2	0	0	0	0	3	0	0	2	1
MELO3C021063.2	62	62	66	75	134	68	56	87	93
MELO3C021064.2	400	275	195	781	404	417	1004	1131	1534
MELO3C021065.2	0	0	0	0	0	0	0	0	0
MELO3C028858.2	106	62	27	369	310	258	336	403	138
MELO3C029163.2	43	18	16	451	207	246	276	530	185
MELO3C021066.2	0	0	0	1	3	1	0	0	0
MELO3C021067.2	4	2	0	3	14	6	5	2	8
MELO3C021068.2	0	0	0	0	0	0	0	0	0
MELO3C021069.2	24	34	66	8	43	14	4	2	16
MELO3C029164.2	2	0	4	0	0	0	0	0	0
MELO3C021070.2	0	0	0	0	0	0	0	0	0
MELO3C029165.2	0	4	0	0	0	0	0	0	0
MELO3C029166.2	1100	747	1209	5275	5729	5148	2756	4717	3178
MELO3C021071.2	527	386	650	1836	2372	1268	1502	2496	1297
MELO3C021072.2	1788	2297	2560	1849	2406	2448	1361	2165	2179
MELO3C021073.2	4265	4119	5768	3898	3077	3501	2977	3985	4221
MELO3C021074.2	2834	3172	3872	3792	4261	2643	3342	4191	5081
MELO3C029167.2	2	1	1	0	0	0	0	0	0
MELO3C029168.2	0	0	0	0	0	0	0	0	0
MELO3C021075.2	2451	2075	2545	2331	2959	2062	1296	2463	2618
MELO3C021076.2	0	1	0	0	0	0	1	1	0
MELO3C021077.2	1399	1824	2709	2456	3495	1461	2698	2955	2480
MELO3C028859.2	0	0	0	0	0	4	0	0	0
MELO3C021078.2	8	6	2	8	4	3	4	5	9
MELO3C029169.2	4829	4235	6152	6386	7295	3892	3391	5396	3230
MELO3C021079.2	50	48	50	20	28	44	42	37	58
MELO3C028860.2	487	367	619	432	574	611	315	436	332
MELO3C021082.2	589	603	994	996	1121	729	832	1112	921
MELO3C021083.2	459	462	661	635	681	508	648	673	796
MELO3C021084.2	1776	1760	2340	2350	2709	2153	1433	1478	1644
MELO3C021085.2	571	406	616	24	7	16	12	12	30
MELO3C021087.2	0	0	0	19	14	21	10	3	4
MELO3C021088.2	0	0	0	2	0	6	2	0	0
MELO3C021089.2	0	0	0	0	0	0	0	0	0
MELO3C028870.2	0	0	0	0	0	0	0	0	0
MELO3C028869.2	0	0	0	0	0	0	0	0	0
MELO3C028862.2	0	0	0	0	0	0	0	0	0
MELO3C029170.2	0	0	0	0	0	0	0	0	0
MELO3C021090.2	1376	2094	2965	1097	1198	2059	2335	3265	2553
MELO3C029171.2	0	0	0	2	3	4	3	3	2
MELO3C021091.2	162	122	111	794	305	116	157	237	177
MELO3C028867.2	0	0	0	0	0	0	0	0	0
MELO3C028864.2	0	0	0	0	0	0	0	0	0
MELO3C021094.2	1	0	0	0	0	2	0	0	0
MELO3C029172.2	0	0	0	0	0	0	0	0	0
MELO3C021095.2	1662	2140	3198	2531	4018	2980	2148	2487	2609
MELO3C021097.2	0	0	0	0	0	0	0	0	0
MELO3C021098.2	0	0	0	0	0	0	0	0	0
MELO3C029173.2	17	11	14	0	0	0	0	0	0
MELO3C028868.2	0	0	0	0	0	0	0	0	0
MELO3C021100.2	3522	2048	2874	4696	6068	4564	3013	5757	3362
MELO3C028865.2	35	19	21	45	29	23	28	46	29
MELO3C021101.2	470	426	652	426	559	501	600	926	718
MELO3C028871.2	0	0	0	26	62	23	37	52	34
MELO3C029174.2	1	2	0	4	0	4	0	0	0
MELO3C021105.2	0	0	0	0	0	0	0	0	0
MELO3C021106.2	624	612	920	1176	1226	675	1378	1312	1017
MELO3C021107.2	9268	9625	12853	15094	14130	9434	11890	14922	6312
MELO3C021108.2	6686	6162	9428	10816	11853	6029	10345	16400	6331
MELO3C021110.2	752	530	708	901	775	643	440	614	521
MELO3C021111.2	1092	824	1093	936	1113	863	532	977	845
MELO3C021113.2	2976	3223	3673	2117	2451	2666	851	1490	1450
MELO3C021114.2	1274	1406	1891	1545	1887	1406	1710	1647	1826
MELO3C021115.2	1798	2055	2672	1747	2521	1755	1842	2162	2695
MELO3C021117.2	2	0	0	0	0	0	0	0	0
MELO3C021118.2	5996	5507	7509	6538	8753	8230	2691	5054	4106
MELO3C029175.2	4	3	2	6	6	12	2	4	0
MELO3C021119.2	128	116	181	247	296	89	346	753	253
MELO3C029176.2	0	0	0	0	0	0	0	0	0
MELO3C029177.2	3	5	8	17	27	12	8	14	5
MELO3C021122.2	539	578	697	815	1222	773	794	651	1024
MELO3C021123.2	2383	2772	3821	2826	4541	2856	3131	2988	4313
MELO3C029178.2	6	16	17	35	19	16	15	15	11
MELO3C028875.2	0	0	0	0	0	0	0	0	0
MELO3C028874.2	0	0	0	0	0	0	0	0	0
MELO3C021125.2	673	421	641	3351	3633	2845	2518	4135	2802
MELO3C021126.2	778	768	1011	1215	1237	928	601	934	785
MELO3C021127.2	829	996	1300	1115	1359	1185	1022	1125	1104
MELO3C021129.2	6638	9945	12939	8972	12739	8924	6149	8592	9052
MELO3C021130.2	956	839	970	794	1015	639	1120	1004	1298
MELO3C021131.2	0	0	12	0	4	0	0	0	0
MELO3C021132.2	0	0	0	19	51	50	16	37	17
MELO3C029179.2	0	0	0	0	1	0	0	0	2
MELO3C021133.2	0	0	0	0	0	0	0	0	0
MELO3C021136.2	0	0	0	0	0	0	0	0	0
MELO3C021137.2	1	1	10	0	10	0	0	14	0
MELO3C021138.2	0	0	0	0	0	0	0	0	0
MELO3C028880.2	0	0	0	0	0	0	0	0	0
MELO3C029180.2	0	0	0	0	0	0	0	0	0
MELO3C028879.2	0	0	0	0	0	0	0	0	0
MELO3C015685.2	434	343	491	321	423	215	240	341	293
MELO3C015686.2	505	597	988	1192	1548	1118	756	1199	822
MELO3C015687.2	367	446	769	446	458	308	122	353	322
MELO3C015688.2	623	532	718	945	1125	643	695	733	1033
MELO3C015689.2	23	16	15	32	28	12	151	72	92
MELO3C015690.2	1	4	7	88	35	0	4338	2272	3636
MELO3C015691.2	311	338	459	520	122	205	1351	402	1635
MELO3C015692.2	2089	2608	3596	2405	3971	2799	4232	3909	4237
MELO3C015693.2	1782	1457	2138	2453	2888	1777	2242	2135	2162
MELO3C015694.2	115	102	133	270	289	194	278	342	236
MELO3C015695.2	24	19	37	29	26	21	6	14	24
MELO3C028881.2	5	4	3	0	0	0	0	0	0
MELO3C015696.2	1290	834	1122	2183	2248	1741	3613	3083	3899
MELO3C015697.2	64	38	68	59	118	44	43	83	45
MELO3C015698.2	831	939	1163	759	962	764	873	960	991
MELO3C015699.2	62	49	111	80	150	174	45	67	116
MELO3C015700.2	2136	1799	2638	3965	5359	2519	3078	3975	3092
MELO3C015701.2	238	179	287	58	126	27	192	332	281
MELO3C015702.2	967	911	1302	949	1195	952	674	984	853
MELO3C015704.2	1153	1285	2017	1433	1725	1140	1315	1370	1531
MELO3C015705.2	283	269	374	405	375	305	1075	663	847
MELO3C015706.2	693	534	710	964	967	608	2368	1417	1999
MELO3C015707.2	2652	2735	3438	3976	4754	2339	3016	3047	3410
MELO3C029181.2	4	1	8	15	17	15	9	11	5
MELO3C028882.2	1144	1641	2271	655	1095	1095	648	953	1133
MELO3C015708.2	1241	1120	1628	2397	2081	1211	2095	2458	1424
MELO3C029182.2	8	11	33	20	45	28	16	16	20
MELO3C015709.2	1537	961	1338	2810	2136	1201	1761	2646	1845
MELO3C029183.2	0	0	0	0	0	0	0	0	1
MELO3C015711.2	10015	10954	16079	15615	18822	5909	4251	7504	3328
MELO3C015712.2	3479	2600	3275	4700	4633	2748	2253	3747	2051
MELO3C029184.2	0	2	5	6	6	1	1	0	1
MELO3C028884.2	0	0	0	0	0	0	0	0	0
MELO3C015714.2	384	415	574	532	666	367	484	485	559
MELO3C029185.2	46	113	200	80	132	124	50	178	126
MELO3C015715.2	76	42	122	81	101	41	40	82	113
MELO3C029186.2	5	4	4	12	11	25	2	8	7
MELO3C029187.2	527	491	598	559	807	495	404	604	442
MELO3C015716.2	129	156	179	106	172	105	260	118	267
MELO3C015717.2	2746	2707	3547	3846	4088	1941	3147	4318	3012
MELO3C015718.2	1341	1249	2083	1945	2208	1372	1249	1466	1177
MELO3C015719.2	2887	3132	4206	2564	3468	2750	2401	2560	3405
MELO3C015720.2	880	700	961	1071	1294	981	986	1075	1272
MELO3C015722.2	2134	1406	2006	3298	4286	3018	3096	3721	3124
MELO3C029188.2	0	0	0	0	0	0	0	0	0
MELO3C028886.2	0	0	0	0	0	0	0	0	0
MELO3C015723.2	0	0	0	0	0	0	0	0	0
MELO3C028887.2	0	0	0	0	0	0	0	0	0
MELO3C015724.2	0	0	0	0	0	0	0	0	0
MELO3C015725.2	0	0	0	0	0	0	0	0	0
MELO3C029190.2	0	0	0	0	0	0	0	0	0
MELO3C015726.2	573	463	742	292	415	210	61	109	45
MELO3C015727.2	442	452	579	517	567	305	343	500	250
MELO3C029189.2	0	0	5	0	0	0	0	0	0
MELO3C015728.2	0	3	0	0	0	0	0	0	0
MELO3C029191.2	297	435	549	532	574	441	452	668	447
MELO3C015729.2	1232	864	1075	1644	1369	924	759	1003	813
MELO3C015730.2	1223	1077	1499	1202	1903	1373	913	1257	962
MELO3C015731.2	0	0	0	0	0	0	0	0	0
MELO3C015732.2	740	473	781	945	1073	721	496	745	661
MELO3C015733.2	1821	1862	2145	1541	2512	1683	1722	1502	2601
MELO3C028883.2	0	0	0	0	0	0	0	0	0
MELO3C029192.2	421	240	345	393	446	370	228	265	250
MELO3C015736.2	0	0	0	0	0	0	0	0	0
MELO3C028885.2	0	0	0	0	0	0	0	0	0
MELO3C015737.2	0	0	0	0	0	0	0	0	0
MELO3C029193.2	0	0	0	0	0	0	2	0	0
MELO3C015738.2	219	143	190	42	81	107	16	29	45
MELO3C015739.2	416	228	304	313	282	161	126	229	210
MELO3C015740.2	829	767	1205	1765	2306	1350	1051	1321	896
MELO3C029194.2	0	0	0	0	0	0	0	0	0
MELO3C029195.2	0	0	0	0	0	0	0	0	0
MELO3C028888.2	0	0	0	0	0	0	0	0	0
MELO3C015743.2	0	0	0	0	0	0	0	0	0
MELO3C015744.2	0	2	0	2	0	0	0	6	4
MELO3C028890.2	0	0	0	0	0	0	0	0	0
MELO3C015745.2	82	68	49	57	26	38	8	8	7
MELO3C029196.2	1	0	0	23	51	27	85	52	108
MELO3C029197.2	2	0	0	9	2	2	0	0	0
MELO3C029198.2	0	0	0	0	0	1	0	0	0
MELO3C015746.2	2	0	2	6	0	4	0	0	0
MELO3C029201.2	0	0	0	0	0	0	0	0	0
MELO3C029200.2	0	0	0	0	0	0	0	0	0
MELO3C029199.2	2544	1585	2195	2507	3114	2974	1197	2072	1684
MELO3C015747.2	0	0	0	0	0	0	0	0	0
MELO3C015748.2	2087	2702	3599	2692	4354	2962	3173	3694	3566
MELO3C028891.2	0	0	0	0	0	0	0	0	0
MELO3C028894.2	0	0	0	5	0	5	0	0	0
MELO3C015749.2	599	483	664	1078	1159	931	665	701	574
MELO3C015753.2	0	0	0	0	0	0	0	0	0
MELO3C015754.2	879	805	991	2083	1748	1188	1512	1754	1438
MELO3C015756.2	1353	1446	2181	1862	2423	1635	2040	2113	1796
MELO3C029203.2	0	0	0	0	0	0	0	0	0
MELO3C028892.2	0	0	0	0	0	0	0	0	0
MELO3C029202.2	0	0	0	0	0	0	0	0	0
MELO3C028896.2	0	0	0	0	0	0	0	0	0
MELO3C028897.2	0	0	0	0	0	0	0	0	0
MELO3C015759.2	0	0	0	0	0	0	0	0	0
MELO3C015760.2	1801	2137	3134	2030	3011	2632	1192	1820	1897
MELO3C015761.2	1420	908	1286	2215	1990	1307	1988	1734	1582
MELO3C015762.2	843	572	892	2920	1991	1944	16080	15184	14365
MELO3C028893.2	10	1	3	28	14	6	108	95	165
MELO3C015764.2	1009	708	1004	1181	1229	1043	751	737	634
MELO3C015765.2	13	0	4	6	0	0	27	64	181
MELO3C015766.2	2	10	12	169	87	54	392	211	387
MELO3C015767.2	919	1145	1552	1016	1445	1016	1033	1157	1008
MELO3C015768.2	14	18	40	28	33	28	53	32	57
MELO3C015770.2	55	50	76	210	93	52	947	484	366
MELO3C015771.2	2868	2508	3273	3066	4022	2999	2684	3066	2971
MELO3C015772.2	17822	10489	14429	10572	9155	6088	3166	4184	4855
MELO3C015773.2	1492	1706	2310	1207	1536	1547	928	1597	1309
MELO3C015774.2	312	456	620	513	595	401	383	708	369
MELO3C015775.2	0	0	0	0	0	0	0	0	0
MELO3C015776.2	498	531	704	792	865	698	279	445	251
MELO3C028898.2	120	108	145	198	220	137	165	183	127
MELO3C028899.2	0	0	0	0	0	0	0	0	0
MELO3C015779.2	3277	4545	5844	4136	6387	4809	3155	4145	3611
MELO3C015780.2	154	137	139	164	192	161	80	29	61
MELO3C029204.2	0	0	0	3	7	2	0	3	0
MELO3C015781.2	10	13	23	0	14	1	11	4	2
MELO3C015783.2	2154	1779	2624	2871	3649	2527	4001	3493	3995
MELO3C015786.2	0	0	0	0	0	0	0	0	0
MELO3C015787.2	64	59	80	0	0	0	0	0	0
MELO3C015789.2	890	1560	1128	438	456	278	124	157	76
MELO3C028901.2	0	0	0	0	0	0	0	0	0
MELO3C028900.2	0	0	0	0	0	0	0	0	0
MELO3C015791.2	202	231	218	317	383	245	326	323	258
MELO3C029205.2	8	0	0	0	0	0	0	1	1
MELO3C015792.2	1048	1551	2021	824	1748	1717	403	596	623
MELO3C029206.2	0	0	0	0	0	0	0	0	2
MELO3C015793.2	326	462	456	594	813	443	527	823	651
MELO3C015794.2	868	915	1374	904	993	719	523	816	464
MELO3C015795.2	525	369	437	473	421	605	199	380	402
MELO3C015796.2	1612	1790	1929	1406	1624	1370	1748	1974	2263
MELO3C015797.2	5952	5747	7918	8145	12177	6351	8339	9445	7536
MELO3C015798.2	2059	1992	3065	2743	4884	3121	2623	3443	4095
MELO3C029207.2	0	0	0	0	0	0	0	0	0
MELO3C015799.2	1209	1598	2222	1134	1749	1237	573	921	926
MELO3C015800.2	8	4	8	5	7	4	5	0	0
MELO3C015801.2	1266	1224	1528	1221	1587	1357	700	985	1009
MELO3C029209.2	0	0	0	0	0	0	0	0	0
MELO3C029208.2	0	0	0	0	0	0	0	0	0
MELO3C015804.2	77	40	59	282	127	169	159	230	57
MELO3C015805.2	0	0	0	0	0	0	0	0	0
MELO3C028903.2	0	0	0	0	0	0	0	0	0
MELO3C015806.2	96	93	134	95	117	182	43	138	68
MELO3C015807.2	3182	2350	3421	3159	3541	2803	2223	2518	2292
MELO3C029210.2	0	0	0	4	0	0	0	0	0
MELO3C028907.2	0	0	0	0	0	0	0	0	0
MELO3C015809.2	2535	2442	3500	1717	2135	1539	1135	1450	951
MELO3C015810.2	0	0	0	0	0	0	0	0	0
MELO3C029211.2	0	0	0	0	0	0	0	0	0
MELO3C015811.2	360	448	552	352	353	305	235	360	322
MELO3C028904.2	0	0	0	0	0	0	0	0	0
MELO3C028905.2	0	0	0	0	0	0	0	0	0
MELO3C015813.2	0	0	0	8	6	3	10	4	2
MELO3C015814.2	1657	1632	2323	3525	4088	2792	1986	2687	2056
MELO3C015815.2	351	327	407	482	546	418	185	242	230
MELO3C015816.2	0	2	4	2	0	8	8	14	5
MELO3C028912.2	0	0	0	0	0	0	0	0	0
MELO3C025999.2	0	0	0	0	0	0	0	0	0
MELO3C015818.2	398	268	433	211	241	216	476	856	961
MELO3C015819.2	707	908	1291	735	1289	996	950	819	1183
MELO3C028911.2	0	0	0	0	0	0	0	0	0
MELO3C015821.2	286	340	426	303	580	334	275	379	305
MELO3C028910.2	0	0	0	0	4	0	0	0	0
MELO3C015822.2	0	0	0	0	0	0	0	0	0
MELO3C015823.2	151	181	210	238	176	146	885	616	849
MELO3C015824.2	819	1028	1382	996	1220	963	1026	1131	1036
MELO3C015825.2	2578	2901	3406	1680	2459	2711	1286	1782	2555
MELO3C015826.2	1239	1206	1530	1548	1820	1360	1104	1131	1835
MELO3C029212.2	2	2	0	4	0	0	1	0	0
MELO3C015827.2	0	0	0	199	268	211	79	47	118
MELO3C015828.2	1147	1076	1559	1731	1794	1137	1360	1503	1360
MELO3C015829.2	1116	1145	1814	1767	1815	1382	1364	1366	1521
MELO3C015830.2	4427	5992	5994	3549	7156	4276	7605	10106	10241
MELO3C015831.2	1717	1381	1989	3260	4236	1373	1843	2499	1890
MELO3C015832.2	1	0	0	3	12	10	0	26	11
MELO3C015833.2	2102	1977	2548	3501	3365	2142	3481	4236	5437
MELO3C015834.2	169	151	256	108	121	99	43	104	73
MELO3C015835.2	296	143	273	205	365	246	187	360	158
MELO3C029214.2	0	0	0	0	0	0	0	0	0
MELO3C015836.2	0	0	0	0	0	0	0	0	0
MELO3C029213.2	0	0	0	0	0	0	0	0	0
MELO3C015838.2	129	108	140	369	288	139	59	141	28
MELO3C015839.2	1727	2051	2345	2144	2559	1336	1939	2078	1805
MELO3C015840.2	2065	1358	1996	1482	2026	1310	991	1059	1242
MELO3C028913.2	0	0	0	0	0	0	0	0	0
MELO3C028915.2	0	0	0	0	0	0	0	0	0
MELO3C015841.2	31126	26031	38737	33257	35726	22755	13724	24054	13975
MELO3C015842.2	3	0	6	0	1	0	0	2	0
MELO3C015843.2	471	502	878	443	678	552	63	134	213
MELO3C015844.2	1125	912	1277	1209	1577	1141	1015	1108	963
MELO3C015845.2	124	104	114	425	294	30	40	56	14
MELO3C015846.2	445	324	514	606	531	201	234	539	213
MELO3C015847.2	0	0	0	0	0	0	0	0	0
MELO3C015848.2	0	0	0	0	0	0	0	0	0
MELO3C015849.2	0	0	0	4	38	22	4	26	4
MELO3C015850.2	0	0	0	0	0	0	0	0	0
MELO3C029215.2	0	0	0	0	0	0	0	0	0
MELO3C015851.2	1034	1270	1807	1758	2267	1342	1419	2628	1994
MELO3C015852.2	131	233	369	41	165	31	61	136	167
MELO3C029216.2	5	11	27	1	2	3	2	0	1
MELO3C015854.2	198	262	336	331	411	327	217	275	256
MELO3C015855.2	427	443	425	471	579	488	489	357	618
MELO3C015856.2	1556	1852	2338	1623	2346	1755	1417	1811	1966
MELO3C015858.2	2228	2371	3202	2956	3346	2378	2382	2271	2785
MELO3C028914.2	0	0	0	2	0	0	0	0	0
MELO3C015860.2	35	21	40	83	118	45	146	136	225
MELO3C015861.2	530	682	985	477	623	377	1202	1245	1088
MELO3C015862.2	150	138	158	93	138	84	77	132	59
MELO3C015863.2	0	0	0	8	0	0	2	6	0
MELO3C015864.2	6637	6526	8852	8262	10938	5994	5300	6424	4110
MELO3C028918.2	216	119	173	343	361	333	160	277	232
MELO3C015865.2	4	0	1	4	8	1	7	2	3
MELO3C028921.2	4	0	0	6	11	12	16	11	16
MELO3C029217.2	0	0	0	0	0	0	0	0	0
MELO3C016205.2	2	0	0	0	0	0	7	0	2
MELO3C029218.2	4	2	4	5	2	4	1	11	4
MELO3C028919.2	0	0	0	0	0	0	0	0	0
MELO3C029219.2	0	0	0	0	0	0	0	0	0
MELO3C028922.2	0	0	0	0	0	0	0	0	0
MELO3C015867.2	1599	2131	2662	1462	2004	1567	1076	1321	1446
MELO3C015868.2	2975	5081	6443	1927	3887	1805	2158	3023	3831
MELO3C015869.2	1729	1951	2589	2064	2397	1590	2504	2191	2341
MELO3C029220.2	1	0	2	14	13	9	10	7	6
MELO3C015870.2	7	6	5	28	21	15	27	21	20
MELO3C015871.2	626	602	851	880	1207	783	638	961	650
MELO3C015872.2	722	664	1143	821	950	571	527	706	623
MELO3C015874.2	238	272	395	560	659	354	1025	568	843
MELO3C029222.2	0	0	0	0	0	0	0	0	0
MELO3C029221.2	43	78	101	100	139	110	186	133	192
MELO3C015875.2	149	138	208	385	403	362	349	476	439
MELO3C015876.2	1514	788	1200	2204	2264	1105	1189	1731	1017
MELO3C015877.2	1054	1057	1387	1276	1493	1244	1248	1510	1459
MELO3C015878.2	1172	1089	1669	1411	1605	1730	430	698	566
MELO3C015879.2	2918	2712	3393	3025	3382	3452	2895	3457	4629
MELO3C015880.2	610	1041	556	895	617	252	59	64	30
MELO3C015881.2	91	69	78	603	371	147	115	182	31
MELO3C029223.2	0	0	0	0	0	0	0	0	0
MELO3C015882.2	7399	6416	9286	15949	19760	9423	5078	7658	3466
MELO3C015883.2	42	40	48	64	68	54	26	64	16
MELO3C015884.2	8	1	5	0	0	3	6	1	0
MELO3C015885.2	718	684	1031	899	1161	710	646	799	527
MELO3C015886.2	181	140	210	293	370	138	138	170	109
MELO3C015887.2	983	1398	1911	1287	1617	1494	216	314	416
MELO3C015888.2	15	37	14	11	29	8	8	4	2
MELO3C015889.2	1201	942	1505	1762	1883	1257	1561	1813	1536
MELO3C029224.2	1	2	1	2	0	0	0	0	4
MELO3C015890.2	397	367	560	482	669	594	491	515	499
MELO3C015893.2	16	26	40	79	148	49	49	54	44
MELO3C015891.2	1391	1225	1754	1828	2284	1459	1263	1464	1250
MELO3C015894.2	763	594	867	508	460	457	360	422	331
MELO3C015895.2	1214	1132	1614	1182	1534	1035	679	906	769
MELO3C015896.2	287	142	281	511	365	231	250	442	370
MELO3C029226.2	51	17	32	82	65	50	15	21	6
MELO3C015897.2	364	524	635	544	743	463	169	361	254
MELO3C029225.2	14	3	3	17	17	8	4	7	4
MELO3C015898.2	5901	8134	10663	2175	2716	2504	1599	1598	2307
MELO3C029227.2	884	853	1170	496	461	483	182	236	205
MELO3C015899.2	11	5	5	0	12	2	14	10	4
MELO3C015900.2	881	918	1256	1268	1352	910	795	1162	752
MELO3C015901.2	4164	3645	5348	3265	2552	2826	2245	2662	1671
MELO3C015902.2	2031	1587	2335	764	1178	845	516	926	800
MELO3C015904.2	938	952	1391	1633	2054	1285	973	1262	1009
MELO3C015905.2	409	309	438	328	348	220	598	549	544
MELO3C015906.2	990	1018	1220	1270	1809	1172	924	797	1143
MELO3C015907.2	3732	3618	4847	4564	6007	4037	3905	3434	4240
MELO3C015908.2	13	0	8	4	10	0	4	4	0
MELO3C015909.2	740	587	865	776	961	643	653	953	709
MELO3C015910.2	44	19	36	74	13	6	54	32	63
MELO3C015911.2	134	87	40	10	7	1	24	6	4
MELO3C015912.2	287	195	282	293	355	200	269	256	268
MELO3C015913.2	3824	3385	4549	3793	3391	2661	3617	3383	3769
MELO3C015914.2	2688	2698	3405	3236	4373	2706	3152	3120	2862
MELO3C015915.2	1068	815	1297	1165	1669	967	1090	1288	867
MELO3C015916.2	941	932	1397	1258	1477	889	1165	1458	1060
MELO3C015917.2	651	720	1105	812	1336	970	653	970	799
MELO3C015918.2	2912	3524	4521	3019	4299	3662	2183	3056	3179
MELO3C015919.2	0	0	0	0	0	0	0	0	0
MELO3C015920.2	18	14	41	20	49	6	24	39	37
MELO3C015921.2	48	55	59	46	96	78	62	68	20
MELO3C015922.2	11473	8776	12116	7708	8193	4284	4678	9028	4897
MELO3C015923.2	2416	1682	2282	4241	4910	2639	4498	5440	3423
MELO3C015924.2	22986	21930	28829	11867	12832	10187	3468	8020	9293
MELO3C015925.2	14	11	21	14	6	14	11	18	25
MELO3C015926.2	1967	1946	2572	2832	3859	2411	1643	1746	1350
MELO3C015928.2	496	558	815	657	1095	812	540	458	524
MELO3C015929.2	2562	3346	4189	3992	4929	2989	2963	5152	3479
MELO3C015930.2	59	33	47	422	814	28	99	312	70
MELO3C015931.2	26	21	57	60	72	29	34	77	41
MELO3C015932.2	162	148	288	160	262	107	87	175	80
MELO3C015933.2	2614	3549	4678	1751	2570	2055	3041	3529	3612
MELO3C015934.2	763	770	1025	1310	1712	1057	714	849	635
MELO3C015935.2	3452	3992	5158	4792	5314	3179	5123	5844	4580
MELO3C015936.2	1741	881	1039	3911	7465	1520	1517	2190	1321
MELO3C015937.2	1236	1213	1382	1576	1626	1213	895	1419	1334
MELO3C028928.2	16	9	31	34	30	2	8	14	18
MELO3C015938.2	1679	1294	1770	2367	2398	1674	3061	3646	2005
MELO3C015939.2	10465	9193	13216	14357	17010	8528	15192	16854	9433
MELO3C015940.2	1570	1690	1994	1500	2347	1768	1012	1538	1136
MELO3C015941.2	331	5	20	435	528	65	9	57	7
MELO3C015942.2	20	16	32	14	14	5	13	4	14
MELO3C015943.2	1798	1575	1596	1563	1126	1141	289	377	259
MELO3C015944.2	1169	789	1073	1469	1558	1226	625	1055	618
MELO3C015945.2	0	1	11	14	4	2	2	7	5
MELO3C015946.2	0	0	0	0	0	0	0	0	0
MELO3C015947.2	46	24	13	18	29	8	25	57	32
MELO3C029228.2	3	0	3	0	0	0	0	0	0
MELO3C015948.2	1067	862	1005	1065	909	836	5006	2378	2673
MELO3C015949.2	1902	2136	3043	1123	1824	2518	1029	1444	1437
MELO3C015950.2	0	0	0	0	2	0	0	0	0
MELO3C015951.2	0	0	0	2	4	0	0	0	0
MELO3C015952.2	0	0	0	0	0	2	0	0	0
MELO3C015953.2	546	542	724	526	701	428	411	503	472
MELO3C029229.2	13	35	39	3	7	2	4	12	7
MELO3C015955.2	1040	1031	1394	1699	1807	1064	766	989	918
MELO3C015957.2	1242	1024	1551	1765	2127	1097	622	922	793
MELO3C015956.2	0	0	0	0	0	0	0	0	0
MELO3C029230.2	10	26	19	8	12	3	15	11	12
MELO3C015958.2	973	1590	2114	492	658	1215	582	541	610
MELO3C015959.2	243	255	329	153	68	321	88	105	77
MELO3C015960.2	1007	979	1407	1356	1716	1370	1068	1196	1354
MELO3C015961.2	1883	1632	2021	1443	2541	1537	2666	2187	2805
MELO3C015962.2	675	243	347	644	828	147	1192	816	253
MELO3C015963.2	5845	4948	7165	2482	3623	2605	2719	2830	1916
MELO3C015964.2	4383	5234	7008	2402	4768	5381	348	654	751
MELO3C015965.2	0	0	0	6	16	2	2	4	0
MELO3C015966.2	1	2	1	2	0	0	32	50	26
MELO3C015967.2	0	0	0	0	0	0	0	0	0
MELO3C015968.2	0	0	0	0	0	0	0	0	0
MELO3C028931.2	0	0	1	2	0	0	0	0	1
MELO3C029232.2	0	0	0	0	0	0	0	0	0
MELO3C015969.2	0	0	0	0	0	0	0	0	0
MELO3C015971.2	0	0	0	0	0	0	0	0	0
MELO3C029231.2	0	0	0	0	0	0	0	0	0
MELO3C029233.2	6	7	26	2	4	6	1	0	5
MELO3C015972.2	0	0	0	0	0	0	0	0	0
MELO3C015973.2	0	0	0	0	0	0	0	0	0
MELO3C015975.2	0	0	0	0	0	0	0	0	0
MELO3C028929.2	0	0	0	0	0	0	0	0	0
MELO3C015976.2	0	0	0	0	0	0	0	0	0
MELO3C028932.2	0	0	0	0	0	0	0	0	0
MELO3C015977.2	0	0	0	0	0	0	0	0	0
MELO3C015978.2	0	0	0	0	0	0	0	0	0
MELO3C015979.2	2	1	3	4	0	0	22	90	20
MELO3C015980.2	1	2	3	0	0	0	45	146	31
MELO3C015981.2	0	0	0	0	0	0	0	0	0
MELO3C029234.2	0	0	0	0	0	0	0	0	0
MELO3C029235.2	0	0	0	0	0	0	2	2	0
MELO3C015982.2	38	61	45	62	88	44	20	37	62
MELO3C015983.2	0	0	0	0	0	0	1	4	0
MELO3C015984.2	174	290	269	161	261	186	133	135	107
MELO3C015985.2	304	265	392	425	368	271	292	386	240
MELO3C015986.2	0	0	0	0	0	0	0	0	0
MELO3C015987.2	0	0	0	0	0	0	0	0	0
MELO3C015988.2	13952	13096	18786	14078	17402	11430	8244	10462	7845
MELO3C015989.2	469	457	643	718	857	680	1080	818	1177
MELO3C015990.2	2	1	0	0	0	0	15	52	7
MELO3C015991.2	6	1	7	0	0	0	0	0	4
